,H,Sxy
0,0.0,-147235.7101137148
1,0.009009009009009009,-147352.0730401719
2,0.018018018018018018,-147799.71591204664
3,0.02702702702702703,-148249.40150085077
4,0.036036036036036036,-148701.1422527055
5,0.04504504504504504,-159812.97502231796
6,0.05405405405405406,-180829.980277887
7,0.06306306306306306,-204084.1445656141
8,0.07207207207207207,-226997.50480293526
9,0.08108108108108109,-249574.35406354937
10,0.09009009009009009,-271818.9505901976
11,0.0990990990990991,-296136.1508673712
12,0.10810810810810811,-321579.46223852475
13,0.11711711711711711,-347234.8159261421
14,0.12612612612612611,-374187.7025851223
15,0.13513513513513514,-395111.80698707764
16,0.14414414414414414,-417610.301585526
17,0.15315315315315314,-433099.0408496692
18,0.16216216216216217,-447929.7893440832
19,0.17117117117117117,-462130.54703726125
20,0.18018018018018017,-481409.26311714354
21,0.1891891891891892,-504361.2419138512
22,0.1981981981981982,-531320.1331146496
23,0.2072072072072072,-565172.0395502873
24,0.21621621621621623,-606780.8026964644
25,0.22522522522522523,-638773.8049117323
26,0.23423423423423423,-652168.5832127194
27,0.24324324324324323,-661341.8209592534
28,0.25225225225225223,-670117.149752332
29,0.26126126126126126,-681370.172014664
30,0.2702702702702703,-699877.0505012166
31,0.27927927927927926,-718323.190577834
32,0.2882882882882883,-744670.0725714421
33,0.2972972972972973,-767932.5249595379
34,0.3063063063063063,-776581.7001301097
35,0.3153153153153153,-782234.0267580588
36,0.32432432432432434,-787591.3625738064
37,0.3333333333333333,-792530.1235748938
38,0.34234234234234234,-802852.3524763072
39,0.35135135135135137,-821759.6625357479
40,0.36036036036036034,-840527.6595789816
41,0.36936936936936937,-866909.4037008072
42,0.3783783783783784,-897852.5686651991
43,0.38738738738738737,-905599.696051061
44,0.3963963963963964,-902981.146925253
45,0.40540540540540543,-899857.938487965
46,0.4144144144144144,-896637.2956907777
47,0.42342342342342343,-893328.2526410115
48,0.43243243243243246,-905223.1274859912
49,0.44144144144144143,-919883.9116018377
50,0.45045045045045046,-934462.645668995
51,0.45945945945945943,-970971.5498338765
52,0.46846846846846846,-995102.022557826
53,0.4774774774774775,-987188.9573924693
54,0.48648648648648646,-978331.967490423
55,0.4954954954954955,-969600.459152543
56,0.5045045045045045,-960993.5179094627
57,0.5135135135135135,-965574.2650214636
58,0.5225225225225225,-982181.1729267118
59,0.5315315315315315,-998806.4563173404
60,0.5405405405405406,-1026355.0552094013
61,0.5495495495495496,-1070902.0319635135
62,0.5585585585585585,-1061064.6619475067
63,0.5675675675675675,-1044158.0726032464
64,0.5765765765765766,-1027779.6221619534
65,0.5855855855855856,-1011905.0296860479
66,0.5945945945945946,-996511.475691387
67,0.6036036036036035,-998821.4327244053
68,0.6126126126126126,-1016101.8196499064
69,0.6216216216216216,-1033502.212437128
70,0.6306306306306306,-1096823.10027495
71,0.6396396396396397,-1076418.3343631907
72,0.6486486486486487,-1055517.916882608
73,0.6576576576576576,-1035379.9512573482
74,0.6666666666666666,-1015964.6330096651
