,H,Sxx
0,0.0,4025933.2673134133
1,0.009009009009009009,4025920.3108107573
2,0.018018018018018018,4025235.4717477043
3,0.02702702702702703,4023274.7349958257
4,0.036036036036036036,4021304.308530154
5,0.04504504504504504,4019273.742326166
6,0.05405405405405406,4017179.0915154465
7,0.06306306306306306,4015029.1508194315
8,0.07207207207207207,4012838.1469774256
9,0.08108108108108109,4010606.27895832
10,0.09009009009009009,4007427.9017199595
11,0.0990990990990991,4003598.6852567736
12,0.10810810810810811,3999786.5406028195
13,0.11711711711711711,3994974.6840899843
14,0.12612612612612611,3990030.8255796186
15,0.13513513513513514,3985073.81078286
16,0.14414414414414414,3980096.8848156226
17,0.15315315315315314,3975022.2891679346
18,0.16216216216216217,3969923.6901780986
19,0.17117117117117117,3964801.4460700965
20,0.18018018018018017,3959633.709153984
21,0.1891891891891892,3954287.385313636
22,0.1981981981981982,3948946.165005059
23,0.2072072072072072,3942230.9582177447
24,0.21621621621621623,3933936.5716449916
25,0.22522522522522523,3925652.210540987
26,0.23423423423423423,3917382.5314360242
27,0.24324324324324323,3908227.0786378407
28,0.25225225225225223,3898426.244733772
29,0.26126126126126126,3888647.703949915
30,0.2702702702702703,3878891.6728337873
31,0.27927927927927926,3869224.363226714
32,0.2882882882882883,3859541.739673778
33,0.2972972972972973,3849903.405004394
34,0.3063063063063063,3840374.025119813
35,0.3153153153153153,3830867.6680749548
36,0.32432432432432434,3821398.9210718144
37,0.3333333333333333,3811808.709341219
38,0.34234234234234234,3801841.3959537027
39,0.35135135135135137,3791906.621706786
40,0.36036036036036034,3782004.4220725824
41,0.36936936936936937,3772201.6120077455
42,0.3783783783783784,3762393.1374387993
43,0.38738738738738737,3752590.5287360298
44,0.3963963963963964,3742888.81000079
45,0.40540540540540543,3733334.505662145
46,0.4144144144144144,3723833.7065144232
47,0.42342342342342343,3714332.2675217465
48,0.43243243243243246,3704287.856285419
49,0.44144144144144143,3693991.343093774
50,0.45045045045045046,3683733.79524942
51,0.45945945945945943,3673546.8528205417
52,0.46846846846846846,3663422.407644901
53,0.4774774774774775,3653345.1732986732
54,0.48648648648648646,3643307.927948986
55,0.4954954954954955,3632671.795267522
56,0.5045045045045045,3621878.505817392
57,0.5135135135135135,3611189.1400214466
58,0.5225225225225225,3600890.3441921254
59,0.5315315315315315,3591782.6761284196
60,0.5405405405405406,3582709.6100247675
61,0.5495495495495496,3573678.9486481496
62,0.5585585585585585,3564662.119530373
63,0.5675675675675675,3555564.5075636227
64,0.5765765765765766,3546499.358654938
65,0.5855855855855856,3537726.189883782
66,0.5945945945945946,3529044.7870087335
67,0.6036036036036035,3520145.4673387725
68,0.6126126126126126,3511301.262178553
69,0.6216216216216216,3500129.213372693
70,0.6306306306306306,3487137.2384285163
71,0.6396396396396397,3474624.5797997997
72,0.6486486486486487,3462865.246758845
73,0.6576576576576576,3451188.428571847
74,0.6666666666666666,3439588.9096031818
75,0.6756756756756757,3428065.936465126
76,0.6846846846846847,3416516.030835036
77,0.6936936936936937,3404640.867730497
78,0.7027027027027027,3392827.4909192724
79,0.7117117117117117,3380770.904897815
80,0.7207207207207207,3368194.1291723065
81,0.7297297297297297,3355708.0369169884
82,0.7387387387387387,3343341.956018029
83,0.7477477477477478,3330542.7977862447
84,0.7567567567567568,3317404.615216882
85,0.7657657657657657,3304364.5645300867
86,0.7747747747747747,3291421.60945069
87,0.7837837837837838,3278606.2721434715
88,0.7927927927927928,3265896.151177058
89,0.8018018018018018,3253281.219106637
90,0.8108108108108109,3242072.018364876
91,0.8198198198198198,3231532.708722872
92,0.8288288288288288,3221119.56777356
93,0.8378378378378378,3210781.774113517
94,0.8468468468468469,3200302.7278074645
95,0.8558558558558559,3189888.380655845
96,0.8648648648648649,3179538.085676189
97,0.8738738738738738,3169214.243732317
98,0.8828828828828829,3158933.883207396
99,0.8918918918918919,3148707.0427494943
100,0.9009009009009009,3138465.248810927
101,0.9099099099099099,3128059.4009495983
102,0.9189189189189189,3117765.481378406
103,0.9279279279279279,3107556.8975389665
104,0.9369369369369369,3097413.3173918067
105,0.9459459459459459,3087334.030617636
106,0.954954954954955,3077317.337386528
107,0.963963963963964,3067353.8694555755
108,0.9729729729729729,3057438.686078431
109,0.9819819819819819,3047577.209759083
110,0.990990990990991,3037776.26271534
111,1.0,3029009.9978101514
112,1.009009009009009,3020526.2159996377
113,1.018018018018018,3012111.7205639128
114,1.027027027027027,3003742.155156058
115,1.0360360360360361,2995285.7211201857
116,1.045045045045045,2986841.425733736
117,1.054054054054054,2978451.6931995284
118,1.063063063063063,2969535.918505576
119,1.072072072072072,2960071.236536103
120,1.0810810810810811,2950664.811556674
121,1.09009009009009,2941316.1247048024
122,1.0990990990990992,2932020.011343497
123,1.1081081081081081,2922775.387192202
124,1.117117117117117,2913586.197618976
125,1.1261261261261262,2904088.4338042527
126,1.135135135135135,2892445.5315130097
127,1.1441441441441442,2880905.6574829277
128,1.1531531531531531,2869518.10846165
129,1.162162162162162,2857905.3059332976
130,1.1711711711711712,2846328.508284761
131,1.1801801801801801,2834844.589364152
132,1.1891891891891893,2823445.531684053
133,1.1981981981981982,2812118.217051194
134,1.207207207207207,2800806.2943615853
135,1.2162162162162162,2789580.2512137275
136,1.2252252252252251,2779852.255197134
137,1.2342342342342343,2770761.360779067
138,1.2432432432432432,2761784.6216495796
139,1.2522522522522523,2752982.504709749
140,1.2612612612612613,2744231.128042343
141,1.2702702702702702,2735534.677222538
142,1.2792792792792793,2726887.1392244627
143,1.2882882882882882,2718279.357935345
144,1.2972972972972974,2709635.2368975007
145,1.3063063063063063,2701014.256719779
146,1.3153153153153152,2692400.11070029
147,1.3243243243243243,2683731.5827499065
148,1.3333333333333333,2675151.7627218673
149,1.3423423423423424,2666685.940263576
150,1.3513513513513513,2658343.2016587504
151,1.3603603603603605,2650051.899535041
152,1.3693693693693694,2641811.56509859
153,1.3783783783783783,2633602.70432084
154,1.3873873873873874,2625413.7992108134
155,1.3963963963963963,2617266.684460342
156,1.4054054054054055,2609169.184261716
157,1.4144144144144144,2601426.0292351376
158,1.4234234234234233,2593932.8549727155
159,1.4324324324324325,2586582.995777767
160,1.4414414414414414,2579098.9781836444
161,1.4504504504504505,2571501.2654156075
162,1.4594594594594594,2563947.9312509103
163,1.4684684684684683,2556446.506055744
164,1.4774774774774775,2548952.2655331977
165,1.4864864864864864,2541412.987740769
166,1.4954954954954955,2533917.563238798
167,1.5045045045045045,2526465.61576126
168,1.5135135135135136,2519057.960615225
169,1.5225225225225225,2511712.732352472
170,1.5315315315315314,2504426.0664315796
171,1.5405405405405406,2497140.7097526644
172,1.5495495495495495,2489897.2086290605
173,1.5585585585585586,2482694.028509976
174,1.5675675675675675,2475530.9999049837
175,1.5765765765765765,2467986.904377656
176,1.5855855855855856,2460291.8308321014
177,1.5945945945945945,2452644.330206061
178,1.6036036036036037,2445056.158119187
179,1.6126126126126126,2437538.4278215324
180,1.6216216216216217,2430059.418473408
181,1.6306306306306306,2422701.3963213223
182,1.6396396396396395,2415396.206832745
183,1.6486486486486487,2408138.871714208
184,1.6576576576576576,2400941.0712723457
185,1.6666666666666667,2393753.9611490853
186,1.6756756756756757,2386508.2729117307
187,1.6846846846846846,2379306.202829541
188,1.6936936936936937,2372142.0347600505
189,1.7027027027027026,2365010.649603053
190,1.7117117117117118,2357933.853858697
191,1.7207207207207207,2350207.6232781187
192,1.7297297297297298,2341740.171357054
193,1.7387387387387387,2333320.693269616
194,1.7477477477477477,2324916.4798353277
195,1.7567567567567568,2316523.694582704
196,1.7657657657657657,2308191.913334444
197,1.7747747747747749,2299923.0101783904
198,1.7837837837837838,2291712.999782156
199,1.7927927927927927,2283561.256681239
200,1.8018018018018018,2275531.0974385138
201,1.8108108108108107,2267554.8960745484
202,1.8198198198198199,2260246.6482466394
203,1.8288288288288288,2254094.3854771145
204,1.8378378378378377,2247975.2566320538
205,1.8468468468468469,2242025.8748629587
206,1.8558558558558558,2236056.2782186787
207,1.864864864864865,2230029.1991639505
208,1.8738738738738738,2224034.514468345
209,1.882882882882883,2217699.040129287
210,1.8918918918918919,2211274.0007044147
211,1.9009009009009008,2204891.1095577455
212,1.90990990990991,2198544.953705698
213,1.9189189189189189,2192235.2169883386
214,1.927927927927928,2185954.6859941888
215,1.936936936936937,2179673.956169903
216,1.9459459459459458,2173421.8369352077
217,1.954954954954955,2167274.7390011554
218,1.9639639639639639,2161162.2380921454
219,1.972972972972973,2155099.766919441
220,1.981981981981982,2148938.5138762607
221,1.990990990990991,2142781.4596588025
222,2.0,2136659.569262411
223,2.009009009009009,2130572.5424521123
224,2.018018018018018,2124510.4717826853
225,2.027027027027027,2118470.7173133325
226,2.036036036036036,2112456.3024385576
227,2.045045045045045,2105557.684301717
228,2.054054054054054,2098022.280632294
229,2.063063063063063,2090545.8497146294
230,2.0720720720720722,2083143.8862662734
231,2.081081081081081,2075820.2388790667
232,2.09009009009009,2068547.8887514372
233,2.099099099099099,2061326.2989919442
234,2.108108108108108,2054156.9849832745
235,2.1171171171171173,2047037.311867676
236,2.126126126126126,2039948.6859633948
237,2.135135135135135,2033106.6220448357
238,2.144144144144144,2027494.8074576692
239,2.153153153153153,2021917.5070122397
240,2.1621621621621623,2016382.1616073502
241,2.171171171171171,2010779.9110444733
242,2.18018018018018,2005168.0322158933
