,H,Sxy
0,0.0,25480.53021073544
1,0.009009009009009009,24918.047979430423
2,0.018018018018018018,-65710.327272713
3,0.02702702702702703,-156323.17352307774
4,0.036036036036036036,-246766.32095387502
5,0.04504504504504504,-270564.4700794092
6,0.05405405405405406,-287084.2405757653
7,0.06306306306306306,-341335.2592577684
8,0.07207207207207207,-389512.67986862815
9,0.08108108108108109,-432322.0188634531
10,0.09009009009009009,-441482.2129925796
11,0.0990990990990991,-441848.8201718677
12,0.10810810810810811,-451695.5170907169
13,0.11711711711711711,-461253.14032634045
14,0.12612612612612611,-466525.27024127427
15,0.13513513513513514,-450639.64261529874
16,0.14414414414414414,-427923.4833194888
17,0.15315315315315314,-414110.0384594069
18,0.16216216216216217,-401466.1544863966
19,0.17117117117117117,-389556.9430902857
20,0.18018018018018017,-366792.856453019
21,0.1891891891891892,-337584.86921027594
22,0.1981981981981982,-314555.752860527
23,0.2072072072072072,-291927.0868593317
24,0.21621621621621623,-270810.62430759583
25,0.22522522522522523,-244996.7700556239
26,0.23423423423423423,-214700.70994519177
27,0.24324324324324323,-189769.9252197504
28,0.25225225225225223,-167696.85555694712
29,0.26126126126126126,-147494.88924646244
30,0.2702702702702703,-124648.61676360502
31,0.27927927927927926,-96265.60508993067
32,0.2882882882882883,-70800.52308621659
33,0.2972972972972973,-47757.994900155405
34,0.3063063063063063,-26946.940871586256
35,0.3153153153153153,-5713.0995916790225
36,0.32432432432432434,20313.287478721097
37,0.3333333333333333,43607.958045542895
38,0.34234234234234234,64505.2829253673
39,0.35135135135135137,83479.75104939018
40,0.36036036036036034,102090.6492977173
41,0.36936936936936937,126717.03560642645
42,0.3783783783783784,149051.81271831944
43,0.38738738738738737,169355.70436312226
44,0.3963963963963964,187627.28626943842
45,0.40540540540540543,204393.82911064144
46,0.4144144144144144,220390.00842862047
47,0.42342342342342343,234594.86482271244
48,0.43243243243243246,245644.23506272002
49,0.44144144144144143,255571.2428744387
50,0.45045045045045046,264483.91240043903
51,0.45945945945945943,279615.4614968082
52,0.46846846846846846,293141.5376837781
53,0.4774774774774775,305892.71518087573
54,0.48648648648648646,317282.69600898976
55,0.4954954954954955,327447.0717883084
56,0.5045045045045045,336522.98856020125
57,0.5135135135135135,344663.72273675795
58,0.5225225225225225,352389.3835884847
59,0.5315315315315315,359251.0837455154
60,0.5405405405405406,365204.54470335954
61,0.5495495495495496,372829.10563819174
62,0.5585585585585585,380711.52475580084
63,0.5675675675675675,387737.36011723237
64,0.5765765765765766,393868.645751281
65,0.5855855855855856,399194.0641329134
66,0.5945945945945946,404511.40930630243
67,0.6036036036036035,409253.2267988824
68,0.6126126126126126,413228.5976298782
69,0.6216216216216216,416633.1957884905
70,0.6306306306306306,417609.67907849204
71,0.6396396396396397,417334.0686894508
72,0.6486486486486487,417126.0316730172
73,0.6576576576576576,417338.3587696829
74,0.6666666666666666,417356.90706672415
75,0.6756756756756757,417004.57235821564
76,0.6846846846846847,418563.2969957484
77,0.6936936936936937,423433.4494547715
78,0.7027027027027027,427799.2761359914
79,0.7117117117117117,431280.41498697374
80,0.7207207207207207,434267.58622392715
81,0.7297297297297297,433946.54653323675
82,0.7387387387387387,433306.3333508748
83,0.7477477477477478,432918.43047607347
84,0.7567567567567568,432451.2912568339
85,0.7657657657657657,431810.0302963132
86,0.7747747747747747,431647.8951104191
87,0.7837837837837838,433554.7587338038
88,0.7927927927927928,434687.8134769634
89,0.8018018018018018,434221.61102439015
90,0.8108108108108109,433515.56593030127
91,0.8198198198198198,432625.2037918777
92,0.8288288288288288,431606.6105082375
93,0.8378378378378378,430395.4300615375
94,0.8468468468468469,429001.81638402794
95,0.8558558558558559,427978.3122691977
96,0.8648648648648649,427243.17190677533
97,0.8738738738738738,426603.8878641374
98,0.8828828828828829,425988.6552191139
99,0.8918918918918919,425407.8429896439
100,0.9009009009009009,424672.8018348769
101,0.9099099099099099,423801.67143909127
102,0.9189189189189189,422839.2524920989
103,0.9279279279279279,421761.42287396407
104,0.9369369369369369,420644.1354764191
105,0.9459459459459459,419730.40542118956
106,0.954954954954955,418689.90247615427
107,0.963963963963964,418613.5321700089
108,0.9729729729729729,418758.82739656814
109,0.9819819819819819,418929.4182657656
110,0.990990990990991,418946.68674185657
111,1.0,418821.92943521426
112,1.009009009009009,418555.1204584262
113,1.018018018018018,418165.89736590866
114,1.027027027027027,417531.8533979227
115,1.0360360360360361,416316.15105812147
116,1.045045045045045,415021.9915788456
117,1.054054054054054,413949.93651059864
118,1.063063063063063,412880.79414273903
119,1.072072072072072,411888.1419328256
120,1.0810810810810811,410814.4059729214
121,1.09009009009009,409666.31199428806
122,1.0990990990990992,408599.07512681244
123,1.1081081081081081,407527.27861089713
124,1.117117117117117,406213.25050348486
125,1.1261261261261262,404855.87882038095
126,1.135135135135135,403443.7674820986
127,1.1441441441441442,402162.6337398991
128,1.1531531531531531,400951.2178432495
129,1.162162162162162,399727.0641864743
130,1.1711711711711712,398456.7067192324
131,1.1801801801801801,397136.37482290756
132,1.1891891891891893,395986.6992255865
133,1.1981981981981982,394923.534602911
134,1.207207207207207,393869.15155085886
135,1.2162162162162162,392762.2394604152
136,1.2252252252252251,391601.3302252924
137,1.2342342342342343,390219.7688853063
138,1.2432432432432432,388690.8301276128
139,1.2522522522522523,387167.5406394251
140,1.2612612612612613,385664.5578634552
141,1.2702702702702702,384135.25827387505
142,1.2792792792792793,382607.2088819053
143,1.2882882882882882,381120.23873819294
144,1.2972972972972974,379629.1832105518
145,1.3063063063063063,378133.894114433
146,1.3153153153153152,376613.8735632397
147,1.3243243243243243,375148.1786723567
148,1.3333333333333333,374008.0227669282
149,1.3423423423423424,372874.5794980014
150,1.3513513513513513,371763.84018248925
151,1.3603603603603605,370615.2425806889
152,1.3693693693693694,368061.8788182464
153,1.3783783783783783,365359.4151427873
154,1.3873873873873874,362693.9181283742
155,1.3963963963963963,360078.71774515824
156,1.4054054054054055,357487.29834411666
157,1.4144144144144144,354989.47720339557
158,1.4234234234234233,352799.93753331044
159,1.4324324324324325,351689.85396088153
160,1.4414414414414414,350584.4175827758
161,1.4504504504504505,349445.2316197469
162,1.4594594594594594,348254.9421378182
163,1.4684684684684683,346910.94242536864
164,1.4774774774774775,345593.3599989855
165,1.4864864864864864,344340.4215176707
166,1.4954954954954955,343072.88583336526
167,1.5045045045045045,341792.16431529523
168,1.5135135135135136,343696.2635208891
169,1.5225225225225225,345254.38403227105
170,1.5315315315315314,346063.1544495991
171,1.5405405405405406,346189.299389998
172,1.5495495495495495,346206.1565362897
173,1.5585585585585586,344915.7974604021
174,1.5675675675675675,342163.010119014
175,1.5765765765765765,339547.7260664096
176,1.5855855855855856,336982.2161825304
177,1.5945945945945945,334499.5561078763
178,1.6036036036036037,332078.10923182836
179,1.6126126126126126,329690.5738738384
